T (K),d (mol/l),methane,propane,ibutane,ipentane,hexane,heptane,helium,oxygen,H2S,CO2,z
-1.6467120844998113,-1.5084889816107148,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9991453984964304
-1.5619941729858202,-1.3003850535817645,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9985427725328246
-1.3781216464885206,-1.0922811255528144,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9980837590418122
-1.2363344559171197,-0.8841771975238643,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.997734631289291
-1.13733619512301,-0.6760732694949142,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9974770970484604
-1.0715631995335566,-0.46796934146596403,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.99729633168943
-1.031041405499642,-0.2598654134370139,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9971794236926326
-1.0093342322325998,-0.05176148540806377,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9971137564549984
-1.0006565747320895,0.15634244262088634,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9970853717628436
-0.9993015050923705,0.3644463706498365,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9970787266636396
