T (K),P (MPa),methane,propane,ibutane,ipentane,hexane,heptane,helium,oxygen,H2S,CO2,z
-1.6467120844998113,-1.926577447832663,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9991453984964304
-1.5619941729858202,-1.5851229531973545,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9985427725328246
-1.3781216464885206,-1.2878585326366405,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9980837590418122
-1.2363344559171197,-1.0470698816049269,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.997734631289291
-1.13733619512301,-0.8632785441479959,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9974770970484604
-1.0715631995335566,-0.7317200389453551,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.99729633168943
-1.031041405499642,-0.6457633059863429,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9971794236926326
-1.0093342322325998,-0.597342058788447,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9971137564549984
-1.0006565747320895,-0.5765587246332116,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9970853717628436
-0.9993015050923705,-0.5719314917458195,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9970787266636396
-1.001620758898813,-0.5756450422071419,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9970833365460224
-1.009464527390265,-0.5914835113869523,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9971042421489494
-1.0271846688327486,-0.6281131574896044,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.997153086685408
-1.058872451176954,-0.6925571789060461,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9972395884921657
-1.10731619079692,-0.7874115317137803,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.997367983910851
-1.173584307985502,-0.9102018227331937,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9975362164570352
-1.25887551819322,-1.0572223442705693,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9977410161258218
-1.3643885368705964,-1.223445882290622,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9979777031753932
-1.4910093710897543,-1.4019080591594462,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.9982389630015582
-1.6391810243867555,-1.5842171135388907,1.3060963408609974,0.0001968003101013531,0.3548843350249177,1.1146906170149795,-0.36285347944147334,-0.36009010585685114,-0.7879847163962391,-0.09841356626102458,0.0,-0.48914356161422096,0.998515133878752
-0.5137956885998558,-1.774223844323378,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9990996647368594
-0.5903571232439974,-1.294595470009979,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.998374330835294
-0.7461901318117197,-0.9782613600158856,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9978418882878156
-0.9436133547062128,-0.8394130023237009,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9975363725687316
-1.1882816017701499,-0.9145663229057932,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9975359392843296
-1.0727358559525442,-0.7317631741671864,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9972957547850054
-1.035523558923329,-0.6488298281201911,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9971818285199212
-1.0143636253184807,-0.6005654362744102,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.997116025913646
-1.0055296136287721,-0.5792135014677579,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9970867848860552
-1.0040181897998546,-0.5742058943514867,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9970796126633508
-1.0059986761963673,-0.5771626177388544,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.997083207848002
-1.0127740243949643,-0.5906678635559546,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9971009942688608
-1.028670033630133,-0.6234467107641837,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9971446838658834
-1.0577519128210329,-0.6827497980150566,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9972242624433872
-1.1030164505939648,-0.7719103015410169,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.997344855337648
-1.165610244336384,-0.888983214975839,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9975050096374896
-1.2465756553096137,-1.0305137991891902,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9977017086949432
-1.3472156350903073,-1.1919728558887501,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9979308052983284
-1.4683640726875218,-1.366980293627242,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.9981858140662292
-1.6105682077634516,-1.547701187566522,0.8847214310360958,-0.32377197993997897,-0.25523627770266244,-0.2732108272578976,1.1412210824580729,1.1272075778030826,-1.5729843811777164,-0.09841356626102458,0.0,-0.37669761834128473,0.998457938074952
-1.7802906801382972,-1.9457804643153398,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9991547847647112
-1.585916363933173,-1.5931500258418392,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9985494546747024
-1.379398539033641,-1.2890271050098971,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9980852604564944
-1.232816486660156,-1.0451013469358839,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9977329924013936
-1.1326455694470585,-0.8594708804754045,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9974732524560936
-1.0666641016053402,-0.726583026163589,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9972906600037132
-1.026194425634492,-0.6395243843559694,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9971721032760166
-1.0045914884935818,-0.590056127682706,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9971047862472296
-0.9959920080876711,-0.5682649978901319,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9970747790911456
-0.9948454107002159,-0.5630103435942796,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9970670124242256
-0.997764022231919,-0.5669709412351831,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9970716568506972
-1.0063635026378304,-0.583393696601622,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9970930259060836
-1.024604824710975,-0.6201488269859659,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9971417012548404
-1.0565792564020444,-0.68420071002212,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9972272847346572
-1.105179350211209,-0.77840803450238,0.13441360208943104,0.12949803661020703,0.28365197922423574,0.15383577097991075,-0.36285347944147334,-0.36009010585685114,0.8943440161138158,-0.09841356626102458,0.0,0.1345235343330159,0.9973543492524496
